poiType,poicode,name,month,h3index,h5,district_code,district,count,estimated_visit,country,version,customer,year,date,polygon,POI(s),state,brands
food.nightlife.bar_pub,POI_1001_356ttncc-6e0e12862720267b3d9f5953a069b223,scruples bar - the pllazio hotel,6,893da11a817ffff,853da11bfffffff,IN.HR.GU,Gurgaon,29,491,IND,3.4,all_ind_3.4_all,2024,2024-06-05 00:01:01,"POLYGON ((77.06434045400164 28.4647363701823, 77.06449403921997 28.46461755161836, 77.06449479541334 28.46461690393486, 77.06449548345181 28.46461618426451, 77.06449609651467 28.46461539974157, 77.06449662852451 28.46461455814317, 77.0644970742074 28.46461366781228, 77.06449742914518 28.46461273757494, 77.06449768981926 28.4646117766528, 77.06449785364553 28.4646107945717, 77.06449791899996 28.46460980106723, 77.06449788523466 28.46460880598822, 77.06449775268435 28.46460781919911, 77.06449752266303 28.46460685048217, 77.06449719745096 28.46460590944048, 77.06449678027205 28.46460500540283, 77.06449627526187 28.46460414733112, 77.0644956874267 28.46460334373163, 77.06449502259389 28.4646026025706, 77.06422653889115 28.46433172878524, 77.06422644123892 28.46431529631361, 77.06422638808618 28.46431432436027, 77.06422624068691 28.46431336217942, 77.06422600043771 28.46431241888792, 77.06422566961503 28.46431150342363, 77.06422525135342 28.46431062446075, 77.06422474961603 28.46430979032759, 77.0642241691569 28.46430900892775, 77.064223515476 28.46430828766511, 77.06419602252619 28.46428077142873, 77.06419527450159 28.46428009474501, 77.06419446211326 28.46427949685969, 77.06419359362678 28.46427898385588, 77.06419267787851 28.46427856095312, 77.06419172418563 28.46427823245418, 77.06419074225143 28.46427800170136, 77.06418974206649 28.46427787104242, 77.06416803693479 28.4642761430714, 77.06416711540143 28.46427611234992, 77.0641661949557 28.46427616663824, 77.06416528342297 28.46427630547481, 77.06416438855274 28.46427652767929, 77.06416351795295 28.46427683136258, 77.06416267902513 28.46427721394284, 77.06416187890159 28.46427767216753, 77.0641611243847 28.46427820214094, 77.06399664165278 28.46440545107087, 77.06399588556606 28.46440609865179, 77.06399519761287 28.46440681819929, 77.06399458461104 28.46440760258245, 77.06399405263559 28.46440844402781, 77.06399360695853 28.46440933419642, 77.06399325199668 28.46441026426645, 77.06399299126777 28.46441122502064, 77.06399282735572 28.46441220693765, 77.06399276188493 28.46441320028641, 77.06399279550426 28.46441419522255, 77.06399292788052 28.46441518188598, 77.0639931577018 28.46441615049857, 77.06399348269055 28.46441709146111, 77.06399389962601 28.46441799544839, 77.06399440437623 28.46441885350164, 77.06399499193903 28.46441965711732, 77.06399565649144 28.46442039833137, 77.06410260417655 28.46452835261273, 77.06410331586036 28.46452900479354, 77.06410408711095 28.46452958531586, 77.06410491074155 28.46453008877021, 77.06410577907729 28.46453051046522, 77.06410668402674 28.46453084647139, 77.06410761715726 28.4645310936577, 77.06410856977364 28.4645312497208, 77.06410953299905 28.46453131320644, 77.06411049785788 28.46453128352302, 77.06411145535921 28.46453116094716, 77.06411239658074 28.46453094662105, 77.06411331275184 28.46453064254186, 77.06411419533534 28.4645302515431, 77.064115036107 28.46452977726823, 77.06411582723224 28.4645292241367, 77.06411981928615 28.46452613576367, 77.06432723094775 28.46473549868415, 77.06432794263274 28.46473615086321, 77.06432871388431 28.46473673138372, 77.0643295375157 28.46473723483617, 77.06433040585203 28.46473765652926, 77.06433131080186 28.46473799253349, 77.06433224393258 28.46473823971786, 77.06433319654896 28.46473839577903, 77.06433415977419 28.46473845926278, 77.06433512463263 28.46473842957754, 77.06433608213344 28.46473830699992, 77.06433702335427 28.46473809267215, 77.06433793952452 28.4647377885914, 77.06433882210703 28.4647373975912, 77.0643396628776 28.46473692331501, 77.06434045400164 28.4647363701823))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttncc-ffd08effa0de4700aef1964aad27abe1,dockyard by my bar,6,893da11a8bbffff,853da11bfffffff,IN.HR.GU,Gurgaon,27,457,IND,3.4,all_ind_3.4_all,2024,2024-06-05 00:01:01,"POLYGON ((77.0637917 28.4683307, 77.0635879 28.4681444, 77.06338719999999 28.4683141, 77.063591 28.4685003, 77.0637917 28.4683307))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttncc-c28e8fac3f0d4058a260c822ca8f019e,boho by nagai,6,893da11a817ffff,853da11bfffffff,IN.HR.GU,Gurgaon,12,218,IND,3.4,all_ind_3.4_all,2024,2024-06-03 00:01:01,"POLYGON ((77.0644471 28.4644047, 77.06452 28.4643489, 77.0643374 28.4641648, 77.06426449999999 28.4642207, 77.0644471 28.4644047))",Bar and Pub,Haryana,
food.nightlife.brewery,POI_9999_14585048325565091490,food frolic - microbrewery & bar,6,893da11b06bffff,853da11bfffffff,IN.HR.GU,Gurgaon,29,526,IND,3.4,all_ind_3.4_all,2024,2024-06-03 00:01:01,,Brewery,Haryana,\N
food.nightlife.live_entertainment,POI_1001_356ttncb-0ccd4e4194a9437cb425ae51fad3779b,tarun dj star,6,893da11a163ffff,853da11bfffffff,IN.HR.GU,Gurgaon,10,181,IND,3.4,all_ind_3.4_all,2024,2024-06-03 00:01:01,"POLYGON ((77.02224099999999 28.4596317, 77.0222957 28.4597514, 77.02240159999999 28.459714, 77.022347 28.4595943, 77.02224099999999 28.4596317))",Live Entertainment-Music,Haryana,
food.nightlife.nightclub,POI_1001_356ttn9z-c96ad2362fefc7c1a60725f8c9503617,falcon zumba & kids dance academy,6,893da11a66fffff,853da11bfffffff,IN.HR.GU,Gurgaon,6,124,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,"POLYGON ((76.9792351 28.4397882, 76.9793253 28.4397707, 76.9792904 28.4396316, 76.9792003 28.439649, 76.9792351 28.4397882))",Nightclub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttncd-cbe61ff58d934b87b6ca4e45f997abde,spiritual bar & lounge,6,893da1188a3ffff,853da11bfffffff,IN.HR.GU,Gurgaon,40,589,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,"POLYGON ((77.1044924 28.4219849, 77.1044923 28.4219722, 77.1044225 28.4219727, 77.1044212 28.4218493, 77.1039711 28.421853, 77.10397260000001 28.4219815, 77.1040387 28.4219809, 77.1040411 28.4222043, 77.1045915 28.4221997, 77.104591 28.4221526, 77.10468160000001 28.4221518, 77.1046801 28.4220161, 77.1045572 28.4220171, 77.10455690000001 28.4219844, 77.1044924 28.4219849))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1003_6398553785,,6,893da111aabffff,853da113fffffff,IN.HR.GU,Gurgaon,92,2972,IND,3.4,all_ind_3.4_all,2024,2024-06-03 00:01:01,"POLYGON ((77.0928852 28.4946326, 77.09339780000001 28.4955663, 77.0938273 28.4953898, 77.09331950000001 28.4944517, 77.0928852 28.4946326))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttncf-7055f2d247354085b4f5d67bd65dc22a,the friends republic,6,893da11ab33ffff,853da11bfffffff,IN.HR.GU,Gurgaon,15,254,IND,3.4,all_ind_3.4_all,2024,2024-06-05 00:01:01,"POLYGON ((77.09048988752535 28.44955316364437, 77.09034805551718 28.44954703555771, 77.09034708171791 28.44954704094303, 77.09034611305978 28.4495471410203, 77.09034515872872 28.44954733484047, 77.09034422777479 28.4495476205655, 77.09034332902634 28.44954799548583, 77.09034247100634 28.44954845604604, 77.09034166185151 28.44954899787857, 77.09034090923518 28.44954961584514, 77.09034022029452 28.44955030408549, 77.09033960156285 28.44955105607296, 77.09033905890767 28.44955186467631, 77.09033859747508 28.44955272222747, 77.09033822164091 28.44955362059415, 77.09033793496923 28.44955455125702, 77.0903377401786 28.44955550539047, 77.09033763911624 28.44955647394631, 77.09033343694412 28.44963244409976, 77.09033343121614 28.44963343297572, 77.09033352318575 28.44963441758227, 77.0903337119536 28.44963538829087, 77.09033399567369 28.44963633560886, 77.09033437157152 28.44963725027235, 77.09033483597112 28.44963812333677, 77.09033538433113 28.44963894626434, 77.09033601128905 28.44963971100759, 77.09033671071383 28.44964041008802, 77.09033747576572 28.44964103666927, 77.09033829896323 28.44964158462396, 77.09033917225624 28.44964204859357, 77.09034008710474 28.44964242404092, 77.09034103456233 28.44964270729448, 77.09034200536377 28.44964289558428, 77.09034299001549 28.44964298706902, 77.09042216185635 28.44964640783475, 77.09041707994592 28.44973828382561, 77.09041707421866 28.44973927270143, 77.09041716618898 28.44974025730778, 77.09041735495749 28.44974122801611, 77.0904176386782 28.44974217533377, 77.0904180145766 28.44974308999688, 77.09041847897673 28.44974396306086, 77.09041902733719 28.44974478598796, 77.09041965429552 28.4497455507307, 77.09042035372065 28.44974624981059, 77.09042111877281 28.44974687639129, 77.09042194197055 28.4497474243454, 77.09042281526369 28.44974788831444, 77.09042373011226 28.44974826376122, 77.0904246775699 28.44974854701421, 77.09042564837129 28.44974873530345, 77.09042663302293 28.44974882678765, 77.09047918127675 28.44975109720455, 77.09048015507661 28.44975109181887, 77.09048112373529 28.44975099174114, 77.09048207806683 28.4497507979204, 77.09048300902117 28.44975051219469, 77.09048390776994 28.4497501372736, 77.09048476579017 28.44974967671255, 77.09048557494509 28.44974913487912, 77.09048632756141 28.44974851691158, 77.09048701650191 28.44974782867024, 77.09048763523329 28.44974707668177, 77.09048817788802 28.4497462680774, 77.09048863932003 28.44974541052526, 77.09048901515347 28.44974451215763, 77.09048930182428 28.44974358149387, 77.09048949661388 28.44974262735962, 77.0904895976751 28.44974165880306, 77.09049944059936 28.44956370660096, 77.09049944632611 28.44956271772567, 77.09049935435539 28.44956173311989, 77.09049916558661 28.44956076241217, 77.09049888186571 28.44955981509512, 77.09049850596726 28.44955890043262, 77.09049804156717 28.44955802736922, 77.09049749320687 28.44955720444267, 77.09049686624878 28.44955643970043, 77.090496166824 28.44955574062097, 77.09049540177222 28.44955511404063, 77.09049457857496 28.44955456608679, 77.09049370528233 28.44955410211792, 77.0904927904343 28.44955372667122, 77.09049184297724 28.4495534434182, 77.09049087217642 28.44955325512882, 77.09048988752535 28.44955316364437))",Bar and Pub,Haryana,
food.nightlife.live_entertainment,POI_1001_3561r4ve-91471bc2763c0e72bc5fe35ee947bacb,d.j monu,6,893da118357ffff,853da11bfffffff,IN.HR.GU,Gurgaon,7,145,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,"POLYGON ((77.0485013 28.3906823, 77.0485283 28.3907428, 77.0486113 28.3907142, 77.0485843 28.3906537, 77.0485013 28.3906823))",Live Entertainment-Music,Haryana,
food.nightlife.nightclub,POI_1001_356ttnf1-4643459b4df34eee8ffd5f4c91782dc4,j india vatika,6,893da11ac8fffff,853da11bfffffff,IN.HR.GU,Gurgaon,5,104,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,"POLYGON ((77.0400088 28.4789436, 77.0403026 28.4788386, 77.04025900000001 28.4787442, 77.0399651 28.4788491, 77.0400088 28.4789436))",Nightclub,Haryana,
food.nightlife.bar_pub,POI_1003_5089893623,,6,893da11a997ffff,853da11bfffffff,IN.HR.GU,Gurgaon,19,298,IND,3.4,all_ind_3.4_all,2024,2024-06-04 00:01:01,,Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttncb-e68e7f4a7a9a4fdf8ee73dd53e3f7a36,english wine & beer shop,6,893da11a3afffff,853da11bfffffff,IN.HR.GU,Gurgaon,17,267,IND,3.4,all_ind_3.4_all,2024,2024-06-04 00:01:01,,Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttnf4-5c0c8be5a766b2eed7abb6706e70b6f0,casa danza,6,893da111857ffff,853da113fffffff,IN.HR.GU,Gurgaon,30,876,IND,3.4,all_ind_3.4_all,2024,2024-06-05 00:01:01,"POLYGON ((77.0886465 28.5076351, 77.0884314 28.507794, 77.0887434 28.5081201, 77.0889584 28.5079613, 77.0886465 28.5076351))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttnf4-23ca522a7bc84b5e8f9200fec71817da,the pool bar,6,893da111a87ffff,853da113fffffff,IN.HR.GU,Gurgaon,3,108,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,,Bar and Pub,Haryana,
food.nightlife.nightclub,POI_1001_356ttn9r-0240fd8963b7a55cbee8ca040030e04f,falcon dance & kids academy,6,893da11b28fffff,853da11bfffffff,IN.HR.GU,Gurgaon,7,103,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,,Nightclub,Haryana,
food.nightlife.bar_pub,POI_1012_G_0x390d3d6c64967baf:0xdbfb79f9791005e8,ak's cocktail bar,6,893da1cc917ffff,853da1cffffffff,IN.HR.GU,Gurgaon,8,256,IND,3.4,all_ind_3.4_all,2024,2024-06-03 00:01:01,"POLYGON ((76.9577098 28.3626642, 76.9577103 28.3625198, 76.9570725 28.3625182, 76.957072 28.3626638, 76.9573931 28.3626647, 76.9573913 28.3631784, 76.9576493 28.363179, 76.957651 28.3626641, 76.9577098 28.3626642))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_9999_2199090623039364363,elite club lounge,6,893da11a9b3ffff,853da11bfffffff,IN.HR.GU,Gurgaon,20,339,IND,3.4,all_ind_3.4_all,2024,2024-06-05 00:01:01,,Bar and Pub,Haryana,\N
food.nightlife.bar_pub,POI_1001_356ttnf1-5fc04b19d43b4ab4fa5b641a185f4be1,mix lounge and bar - the westin gurgaon,6,893da11ad33ffff,853da11bfffffff,IN.HR.GU,Gurgaon,1,21,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,"POLYGON ((77.0708372 28.484317, 77.0709535 28.4842415, 77.07082370000001 28.4841135, 77.0707266 28.4841854, 77.0708372 28.484317))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttncc-7168bed5a172b4ed92d94d9381138be7,ryu bar,6,893da11a8d3ffff,853da11bfffffff,IN.HR.GU,Gurgaon,21,381,IND,3.4,all_ind_3.4_all,2024,2024-06-03 00:01:01,"POLYGON ((77.0500155 28.4617338, 77.0500229 28.4618503, 77.0502197 28.4618406, 77.05022099999999 28.461783, 77.0501747 28.4617294, 77.0500155 28.4617338))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttnf0-59e68f521e64400c9ba8257423849a35,raj welding works,6,893da11a1b3ffff,853da11bfffffff,IN.HR.GU,Gurgaon,19,345,IND,3.4,all_ind_3.4_all,2024,2024-06-03 00:01:01,"POLYGON ((77.01777644772797 28.4745329555993, 77.01766644772796 28.47443295559933, 77.01766568968181 28.47443233160691, 77.01766487409752 28.47443178496003, 77.01766400883734 28.47443132092839, 77.01766310224239 28.47443094398524, 77.01766216305226 28.47443065776433, 77.01766120032072 28.47443046502483, 77.01766022332852 28.47443036762473, 77.01765924149387 28.47443036650299, 77.01765826428168 28.47443046167042, 77.01765730111224 28.47443065220959, 77.01765636127054 28.47443093628371, 77.01765545381664 28.47443131115432, 77.01765458749843 28.47443177320764, 77.0176537706672 28.47443231798949, 77.0176530111972 28.47443294024816, 77.01765231640974 28.47443363398508, 77.01765169300256 28.47443439251261, 77.01765114698533 28.47443520851856, 77.01765068362164 28.47443607413662, 77.01756068362164 28.47462607413659, 77.01756030806584 28.47462697910462, 77.01756002287507 28.47462791648156, 77.01755983078722 28.47462887726849, 77.01755973364632 28.47462985224179, 77.01755973238494 28.47463083204162, 77.01755982701521 28.4746318072618, 77.01756001662864 28.47463276854013, 77.01756029940493 28.47463370664826, 77.01756067262941 28.47463461258025, 77.01756113271909 28.47463547763908, 77.01756167525708 28.47463629352009, 77.01756229503494 28.47463705239076, 77.01756298610275 28.47463774696586, 77.01756374182621 28.4746383705774, 77.01756455495028 28.47463891723865, 77.01756541766891 28.47463938170161, 77.01756632169993 28.47463975950741, 77.01756725836454 28.47464004702906, 77.01756821867068 28.47464024150633, 77.01756919339931 28.47464034107222, 77.01757017319296 28.47464034477089, 77.01757114864553 28.47464025256683, 77.01757211039256 28.47464006534521, 77.0175730492012 28.47463978490338, 77.01773710627214 28.47458188240775, 77.0177426499322 28.47458742606785, 77.01774338815061 28.47458809418723, 77.01774418914972 28.47458868558419, 77.01774504498883 28.47458919439591, 77.01774594718357 28.47458961557829, 77.01774688679004 28.47458994495593, 77.01774785449344 28.47459017926354, 77.01774884070045 28.47459031617833, 77.01774983563432 28.47459035434298, 77.01775082943176 28.47459029337915, 77.01775181224076 28.4745901338912, 77.01775277431825 28.47458987746023, 77.01775370612667 28.47458952662835, 77.01775459842854 28.47458908487354, 77.01775544237802 28.47458855657514, 77.01775622960864 28.47458794697042, 77.01775695231615 28.47458726210271, 77.01775760333602 28.47458650876144, 77.01775817621436 28.47458569441487, 77.01775866527194 28.47458482713601, 77.01777866527195 28.474544827136, 77.01777906613378 28.47454391428019, 77.01777937410537 28.47454296604529, 77.01777958612549 28.4745419918567, 77.01777970008666 28.47454100139783, 77.01777971485612 28.47454000451379, 77.01777963028705 28.47453901111356, 77.01777944722008 28.47453803107152, 77.01777916747487 28.47453707412923, 77.01777879383208 28.47453614979866, 77.01777833000571 28.47453526726762, 77.01777778060618 28.47453443530843, 77.01777715109449 28.47453366219074, 77.01777644772797 28.4745329555993))",Bar and Pub,Haryana,
food.nightlife.nightclub,POI_1001_356ttn9r-0240fd8963b7a55cbee8ca040030e04f,falcon dance & kids academy,6,893da11b28fffff,853da11bfffffff,IN.HR.GU,Gurgaon,3,59,IND,3.4,all_ind_3.4_all,2024,2024-06-06 00:01:01,,Nightclub,Haryana,
food.nightlife.cocktail,POI_1012_G_0x390d184ff71cb621:0x3703c00c90d8a94f,cocktails and dreams speakeasy,6,893da11aeafffff,853da11bfffffff,IN.HR.GU,Gurgaon,25,418,IND,3.4,all_ind_3.4_all,2024,2024-06-07 00:01:01,"POLYGON ((77.04432572600008 28.45788835000004, 77.04444572600006 28.45779835000004, 77.04444648415193 28.45779772071122, 77.04444717669577 28.45779701986762, 77.04444779690833 28.45779625427304, 77.04444833876863 28.45779543135986, 77.04444879701629 28.4577945591169, 77.04444916720263 28.45779364601189, 77.0444494457339 28.45779270090924, 77.04444962990613 28.45779173298399, 77.04444971793137 28.45779075163275, 77.04444970895507 28.45778976638247, 77.04444960306436 28.45778878679794, 77.04444940128725 28.45778782238896, 77.04444910558259 28.45778688251799, 77.04444871882104 28.45778597630929, 77.04444824475732 28.45778511256032, 77.04444768799361 28.45778429965635, 77.04444705393497 28.45778354548904, 77.04431705393496 28.45764354548906, 77.0443163550362 28.45764286295259, 77.04431559287552 28.45764225186618, 77.04431477472635 28.45764171806152, 77.04431390839638 28.45764126663278, 77.04431300215316 28.45764090188803, 77.04431206464511 28.45764062730807, 77.044311104819 28.45764044551328, 77.04431013183462 28.45764035823853, 77.04430915497728 28.45764036631671, 77.04430818356931 28.45764046967073, 77.044307226881 28.45764066731427, 77.04430629404217 28.45764095736117, 77.04430539395504 28.45764133704349, 77.04430453520928 28.45764180273785, 77.04430372600005 28.45764235000005, 77.04418372600007 28.45773235000005, 77.0441829678482 28.45773297928887, 77.04418227530437 28.45773368013247, 77.0441816550918 28.45773444572705, 77.0441811132315 28.45773526864023, 77.04418065498385 28.45773614088319, 77.04418028479751 28.4577370539882, 77.04418000626623 28.45773799909085, 77.04417982209401 28.4577389670161, 77.04417973406876 28.45773994836734, 77.04417974304506 28.45774093361762, 77.04417984893577 28.45774191320215, 77.04418005071288 28.45774287761113, 77.04418034641755 28.4577438174821, 77.04418073317909 28.4577447236908, 77.04418120724281 28.45774558743977, 77.04418176400652 28.45774640034374, 77.04418239806516 28.45774715451105, 77.04431239806517 28.45788715451103, 77.04431309696393 28.4578878370475, 77.04431385912461 28.45788844813391, 77.04431467727379 28.45788898193857, 77.04431554360376 28.45788943336731, 77.04431644984697 28.45788979811206, 77.04431738735502 28.45789007269202, 77.04431834718113 28.45789025448681, 77.04431932016551 28.45789034176156, 77.04432029702285 28.45789033368338, 77.04432126843082 28.45789023032936, 77.04432222511913 28.45789003268582, 77.04432315795796 28.45788974263892, 77.04432405804509 28.4578893629566, 77.04432491679086 28.45788889726224, 77.04432572600008 28.45788835000004))",Cocktail Lounge,Haryana,
food.nightlife.nightclub,POI_1001_356ttnc9-c86e94a1ee3c4151886bee849997978c,dance classes,6,893da1181cbffff,853da11bfffffff,IN.HR.GU,Gurgaon,13,217,IND,3.4,all_ind_3.4_all,2024,2024-06-07 00:01:01,"POLYGON ((77.045464 28.4156548, 77.04557459999999 28.4156553, 77.0455754 28.4156318, 77.04558780000001 28.4156306, 77.0455886 28.4156129, 77.0456156 28.4156133, 77.0456148 28.4155868, 77.0456403 28.4155873, 77.0456394 28.4156072, 77.0456475 28.4156072, 77.0456484 28.4156146, 77.0456618 28.4156167, 77.0456629 28.4156356, 77.045678 28.4156353, 77.04567950000001 28.4156595, 77.0457772 28.4156555, 77.0457792 28.4156048, 77.04575269999999 28.4155735, 77.0457504 28.4155423, 77.0457318 28.4155259, 77.0457548 28.415501, 77.0457564 28.4154375, 77.0457835 28.4154375, 77.04578100000001 28.4153881, 77.0457528 28.4153876, 77.04574909999999 28.4153726, 77.04569720000001 28.4153741, 77.0457009 28.4153955, 77.0456806 28.4153904, 77.0456763 28.4154157, 77.04566730000001 28.4154169, 77.0456671 28.4154346, 77.0456149 28.4154377, 77.0455898 28.415419, 77.04559020000001 28.4154057, 77.0455595 28.4153721, 77.0454671 28.4153803, 77.0454663 28.4154303, 77.04549710000001 28.4154369, 77.0455223 28.415466, 77.04552169999999 28.4154785, 77.0455023 28.4154795, 77.0455034 28.4155075, 77.04552200000001 28.4155068, 77.045523 28.4155176, 77.0455209 28.4155329, 77.04550759999999 28.4155333, 77.04550380000001 28.4155682, 77.0455218 28.4155664, 77.0455207 28.4155885, 77.0454969 28.4156048, 77.04546360000001 28.4156051, 77.045464 28.4156548))",Nightclub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttnf4-52e9e8436acd4cf88bd9e5590b2b60e3,nirvaan,6,893da11a9b3ffff,853da11bfffffff,IN.HR.GU,Gurgaon,25,424,IND,3.4,all_ind_3.4_all,2024,2024-06-05 00:01:01,,Bar and Pub,Haryana,
food.nightlife.brewery,POI_1001_356ttncd-8da782341d374d8a946966aed184cea7,the old school brewhouse,6,893da11a8bbffff,853da11bfffffff,IN.HR.GU,Gurgaon,16,290,IND,3.4,all_ind_3.4_all,2024,2024-06-03 00:01:01,"POLYGON ((77.06375439999999 28.4678242, 77.06402679999999 28.4680166, 77.0642558 28.4677661, 77.0639834 28.4675736, 77.06375439999999 28.4678242))",Brewery,Haryana,
food.nightlife.brewery,POI_1001_356httek-07ec4f4acf070229195ee62a85731328,boombox brewstreet,6,893da11a8bbffff,853da11bfffffff,IN.HR.GU,Gurgaon,18,373,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,"POLYGON ((77.06375439999999 28.4678242, 77.06402679999999 28.4680166, 77.0642558 28.4677661, 77.0639834 28.4675736, 77.06375439999999 28.4678242))",Brewery,Haryana,
food.nightlife.bar_pub,POI_1001_356ttnf0-123e7e4507dc44d8afe9eb85bef8f0ed,king kebab restaurant,6,893da1111dbffff,853da113fffffff,IN.HR.GU,Gurgaon,11,325,IND,3.4,all_ind_3.4_all,2024,2024-06-04 00:01:01,"POLYGON ((77.03487400000004 28.51481200000004, 77.03483400000003 28.51484200000008, 77.03483326372793 28.51484260928711, 77.03483258898004 28.51484328607554, 77.03483198191901 28.51484402418408, 77.03483144808932 28.51484481687137, 77.03483099236655 28.5148456568976, 77.03483061891296 28.51484653659056, 77.0348303311394 28.51484744791579, 77.03483013167418 28.5148483825499, 77.03483002233908 28.51484933195663, 77.03483000413269 28.51485028746478, 77.03483007722126 28.51485124034743, 77.03484007722129 28.5149312403474, 77.03484024195134 28.51493218643214, 77.03484049667134 28.51493311235334, 77.03484083903219 28.51493400957203, 77.03484126587661 28.51493486981396, 77.0348417732682 28.51493568514586, 77.03484235652773 28.51493644804864, 77.0348430102763 28.51493715148673, 77.03484372848496 28.51493778897292, 77.03484450453031 28.51493835462824, 77.03484533125557 28.51493884323616, 77.03484620103656 28.51493925029065, 77.03484710585205 28.51493957203783, 77.03484803735775 28.5149398055105, 77.03484898696315 28.51493994855553, 77.03484994591093 28.51493999985377, 77.03485090535752 28.51493995893211, 77.03496090535752 28.51492995893215, 77.03496187492613 28.51492982266022, 77.03496282652107 28.51492959222501, 77.03496375102003 28.51492926983553, 77.03496463956047 28.51492885858232, 77.03496548362453 28.51492836240779, 77.03496627512075 28.51492778606843, 77.03496700646157 28.51492713508923, 77.03496767063612 28.51492641571069, 77.03496826127738 28.51492563482901, 77.0349687727233 28.51492479992998, 77.03496920007098 28.51492391901722, 77.0349695392237 28.51492300053546, 77.03496978693025 28.51492205328956, 77.03496994081603 28.51492108636015, 77.03496999940582 28.51492010901654, 77.03496996213799 28.51491913062785, 77.03496982936979 28.51491816057325, 77.03496960237396 28.51491720815202, 77.03496928332659 28.51491628249437, 77.03496887528615 28.51491539247396, 77.03496838216427 28.51491454662284, 77.03496780868817 28.5149137530496, 77.03488780868814 28.51481375304956, 77.03488717239807 28.5148130317358, 77.03488646975195 28.51481237488954, 77.03488570725037 28.51481178858763, 77.03488489194767 28.51481127825432, 77.0348840313867 28.51481084861098, 77.03488313352901 28.51481050363251, 77.03488220668119 28.5148102465105, 77.03488125941809 28.51481007962373, 77.03488030050337 28.51481000451617, 77.03487933880852 28.5148100218827, 77.03487838323073 28.51481013156263, 77.03487744261064 28.51481033254125, 77.03487652565043 28.51481062295921, 77.03487564083349 28.51481100012966, 77.03487479634573 28.51481146056318, 77.03487400000004 28.51481200000004))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356jx7ps-a49c0e7581470b8d11bed000bd9bbde3,cinebels,6,893da11a96fffff,853da11bfffffff,IN.HR.GU,Gurgaon,14,220,IND,3.4,all_ind_3.4_all,2024,2024-06-04 00:01:01,,Bar and Pub,Haryana,
